hr,holiday,workingday,humidity_percentage,windspeed,temperature_celsius,feels_like_temperature_celsius,bike_riders,date,day,month,dayofweek,datetimestamp,fall,spring,summer,winter,clear,heavy_rain_snow,light_rain_snow,mist_cloudy,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September
0,0,1,0.74,13,25.84,30.002,67,2012-08-09 00:00:00,9,8,3,2012-08-09 00:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.79,9,24.9,28.0022,28,2012-08-09 00:00:00,9,8,3,2012-08-09 01:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.84,6,24.9,28.0022,14,2012-08-09 00:00:00,9,8,3,2012-08-09 02:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.83,6,23.96,26.0024,6,2012-08-09 00:00:00,9,8,3,2012-08-09 03:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.89,9,23.96,26.0024,10,2012-08-09 00:00:00,9,8,3,2012-08-09 04:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.94,0,23.02,22.9994,41,2012-08-09 00:00:00,9,8,3,2012-08-09 05:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.83,11,23.02,24.0026,167,2012-08-09 00:00:00,9,8,3,2012-08-09 06:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.84,11,24.9,28.0022,475,2012-08-09 00:00:00,9,8,3,2012-08-09 07:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.74,7,25.84,30.002,698,2012-08-09 00:00:00,9,8,3,2012-08-09 08:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.66,11,27.72,32.0018,353,2012-08-09 00:00:00,9,8,3,2012-08-09 09:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.55,15,29.6,34.0016,205,2012-08-09 00:00:00,9,8,3,2012-08-09 10:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.44,0,31.48,34.0016,260,2012-08-09 00:00:00,9,8,3,2012-08-09 11:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.44,7,31.48,34.0016,277,2012-08-09 00:00:00,9,8,3,2012-08-09 12:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.41,7,32.42,36.0014,281,2012-08-09 00:00:00,9,8,3,2012-08-09 13:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.32,15,33.36,34.9982,247,2012-08-09 00:00:00,9,8,3,2012-08-09 14:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.32,15,33.36,34.9982,267,2012-08-09 00:00:00,9,8,3,2012-08-09 15:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.39,17,32.42,34.9982,417,2012-08-09 00:00:00,9,8,3,2012-08-09 16:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.36,17,32.42,34.0016,810,2012-08-09 00:00:00,9,8,3,2012-08-09 17:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.46,17,30.54,34.0016,811,2012-08-09 00:00:00,9,8,3,2012-08-09 18:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.55,13,29.6,34.0016,623,2012-08-09 00:00:00,9,8,3,2012-08-09 19:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.54,19,24.9,26.999,478,2012-08-09 00:00:00,9,8,3,2012-08-09 20:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.58,11,24.9,26.999,336,2012-08-09 00:00:00,9,8,3,2012-08-09 21:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.69,15,23.02,24.9992,259,2012-08-09 00:00:00,9,8,3,2012-08-09 22:00:00,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.74,0,23.02,24.9992,156,2012-08-09 00:00:00,9,8,3,2012-08-09 23:00:00,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.65,6,24.9,26.999,85,2012-08-10 00:00:00,10,8,4,2012-08-10 00:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.65,7,24.9,26.999,41,2012-08-10 00:00:00,10,8,4,2012-08-10 01:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.74,11,24.9,28.0022,20,2012-08-10 00:00:00,10,8,4,2012-08-10 02:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.79,13,25.84,30.002,9,2012-08-10 00:00:00,10,8,4,2012-08-10 03:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.84,19,24.9,28.0022,7,2012-08-10 00:00:00,10,8,4,2012-08-10 04:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.84,19,24.9,28.0022,33,2012-08-10 00:00:00,10,8,4,2012-08-10 05:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.89,20,22.08,22.0028,44,2012-08-10 00:00:00,10,8,4,2012-08-10 06:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.89,7,22.08,22.0028,133,2012-08-10 00:00:00,10,8,4,2012-08-10 07:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.91,11,21.14,20.003,119,2012-08-10 00:00:00,10,8,4,2012-08-10 08:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.89,0,22.08,22.0028,220,2012-08-10 00:00:00,10,8,4,2012-08-10 09:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.89,7,23.02,22.9994,193,2012-08-10 00:00:00,10,8,4,2012-08-10 10:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.79,9,23.96,26.0024,251,2012-08-10 00:00:00,10,8,4,2012-08-10 11:00:00,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.66,24,26.78,30.002,315,2012-08-10 00:00:00,10,8,4,2012-08-10 12:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.58,24,27.72,30.9986,290,2012-08-10 00:00:00,10,8,4,2012-08-10 13:00:00,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.58,24,27.72,30.9986,307,2012-08-10 00:00:00,10,8,4,2012-08-10 14:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.52,30,29.6,32.9984,324,2012-08-10 00:00:00,10,8,4,2012-08-10 15:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.55,20,28.66,32.0018,467,2012-08-10 00:00:00,10,8,4,2012-08-10 16:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.52,19,29.6,32.9984,730,2012-08-10 00:00:00,10,8,4,2012-08-10 17:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.62,20,27.72,30.9986,640,2012-08-10 00:00:00,10,8,4,2012-08-10 18:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.62,19,27.72,30.9986,492,2012-08-10 00:00:00,10,8,4,2012-08-10 19:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.66,20,26.78,30.002,370,2012-08-10 00:00:00,10,8,4,2012-08-10 20:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.66,17,26.78,30.002,286,2012-08-10 00:00:00,10,8,4,2012-08-10 21:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.74,19,25.84,30.002,218,2012-08-10 00:00:00,10,8,4,2012-08-10 22:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.7,19,25.84,28.9988,192,2012-08-10 00:00:00,10,8,4,2012-08-10 23:00:00,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.7,19,24.9,26.999,180,2012-08-11 00:00:00,11,8,5,2012-08-11 00:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0.74,15,23.02,24.9992,116,2012-08-11 00:00:00,11,8,5,2012-08-11 01:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0.78,13,22.08,22.9994,85,2012-08-11 00:00:00,11,8,5,2012-08-11 02:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0.83,11,21.14,22.0028,21,2012-08-11 00:00:00,11,8,5,2012-08-11 03:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0.83,7,21.14,22.0028,10,2012-08-11 00:00:00,11,8,5,2012-08-11 04:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0.88,7,21.14,20.9996,11,2012-08-11 00:00:00,11,8,5,2012-08-11 05:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0.88,7,21.14,20.9996,23,2012-08-11 00:00:00,11,8,5,2012-08-11 06:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0.83,6,22.08,22.0028,62,2012-08-11 00:00:00,11,8,5,2012-08-11 07:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0.83,7,23.02,24.0026,162,2012-08-11 00:00:00,11,8,5,2012-08-11 08:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0.79,13,23.96,26.0024,271,2012-08-11 00:00:00,11,8,5,2012-08-11 09:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0.62,6,25.84,28.9988,407,2012-08-11 00:00:00,11,8,5,2012-08-11 10:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0.66,11,26.78,30.002,499,2012-08-11 00:00:00,11,8,5,2012-08-11 11:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,0,0.58,15,27.72,30.9986,546,2012-08-11 00:00:00,11,8,5,2012-08-11 12:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,0,0.49,24,29.6,32.9984,569,2012-08-11 00:00:00,11,8,5,2012-08-11 13:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,0,0.49,20,29.6,32.9984,538,2012-08-11 00:00:00,11,8,5,2012-08-11 14:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,0,0.46,19,29.6,32.0018,562,2012-08-11 00:00:00,11,8,5,2012-08-11 15:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,0,0.46,20,29.6,32.0018,531,2012-08-11 00:00:00,11,8,5,2012-08-11 16:00:00,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,0,0.66,24,26.78,30.002,512,2012-08-11 00:00:00,11,8,5,2012-08-11 17:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,0,0.74,20,24.9,28.0022,300,2012-08-11 00:00:00,11,8,5,2012-08-11 18:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,0,0.89,7,23.02,22.9994,275,2012-08-11 00:00:00,11,8,5,2012-08-11 19:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,0,0.89,28,23.02,22.9994,160,2012-08-11 00:00:00,11,8,5,2012-08-11 20:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,0,0.89,11,23.02,22.9994,128,2012-08-11 00:00:00,11,8,5,2012-08-11 21:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0.89,11,23.02,22.9994,168,2012-08-11 00:00:00,11,8,5,2012-08-11 22:00:00,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,0,0.78,11,23.02,24.0026,163,2012-08-11 00:00:00,11,8,5,2012-08-11 23:00:00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.73,9,22.08,24.0026,120,2012-08-12 00:00:00,12,8,6,2012-08-12 00:00:00,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0.78,9,21.14,22.9994,113,2012-08-12 00:00:00,12,8,6,2012-08-12 01:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0.69,9,22.08,24.0026,86,2012-08-12 00:00:00,12,8,6,2012-08-12 02:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0.73,6,21.14,22.9994,48,2012-08-12 00:00:00,12,8,6,2012-08-12 03:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,0,0.69,6,22.08,24.0026,10,2012-08-12 00:00:00,12,8,6,2012-08-12 04:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0.61,13,22.08,24.9992,10,2012-08-12 00:00:00,12,8,6,2012-08-12 05:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0.65,11,22.08,24.0026,16,2012-08-12 00:00:00,12,8,6,2012-08-12 06:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,0,0.65,9,22.08,24.0026,39,2012-08-12 00:00:00,12,8,6,2012-08-12 07:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0.54,15,23.02,24.9992,119,2012-08-12 00:00:00,12,8,6,2012-08-12 08:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0.48,15,24.9,26.999,217,2012-08-12 00:00:00,12,8,6,2012-08-12 09:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,0,0.51,11,24.9,26.999,328,2012-08-12 00:00:00,12,8,6,2012-08-12 10:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0.42,11,26.78,28.0022,449,2012-08-12 00:00:00,12,8,6,2012-08-12 11:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,0,0.42,13,26.78,28.0022,505,2012-08-12 00:00:00,12,8,6,2012-08-12 12:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,0,0.4,0,28.66,30.002,543,2012-08-12 00:00:00,12,8,6,2012-08-12 13:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,0,0.4,13,27.72,28.9988,579,2012-08-12 00:00:00,12,8,6,2012-08-12 14:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,0,0.4,9,27.72,28.9988,577,2012-08-12 00:00:00,12,8,6,2012-08-12 15:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,0,0.4,7,27.72,28.9988,513,2012-08-12 00:00:00,12,8,6,2012-08-12 16:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,0,0.33,0,29.6,30.002,505,2012-08-12 00:00:00,12,8,6,2012-08-12 17:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,0,0.35,7,28.66,28.9988,491,2012-08-12 00:00:00,12,8,6,2012-08-12 18:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,0,0.4,9,26.78,26.999,465,2012-08-12 00:00:00,12,8,6,2012-08-12 19:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,0,0.45,0,25.84,26.999,300,2012-08-12 00:00:00,12,8,6,2012-08-12 20:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,0,0.51,6,25.84,28.0022,220,2012-08-12 00:00:00,12,8,6,2012-08-12 21:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,0,0.58,9,24.9,26.999,181,2012-08-12 00:00:00,12,8,6,2012-08-12 22:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,0,0.61,0,23.96,26.0024,110,2012-08-12 00:00:00,12,8,6,2012-08-12 23:00:00,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.65,7,23.02,24.9992,47,2012-08-13 00:00:00,13,8,0,2012-08-13 00:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.65,6,23.02,24.9992,14,2012-08-13 00:00:00,13,8,0,2012-08-13 01:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.69,7,22.08,24.0026,9,2012-08-13 00:00:00,13,8,0,2012-08-13 02:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.69,0,22.08,24.0026,6,2012-08-13 00:00:00,13,8,0,2012-08-13 03:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.69,7,22.08,24.0026,11,2012-08-13 00:00:00,13,8,0,2012-08-13 04:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.69,7,22.08,24.0026,36,2012-08-13 00:00:00,13,8,0,2012-08-13 05:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.73,6,21.14,22.9994,159,2012-08-13 00:00:00,13,8,0,2012-08-13 06:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0,1,0.65,9,23.02,24.9992,436,2012-08-13 00:00:00,13,8,0,2012-08-13 07:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,0,1,0.51,6,25.84,28.0022,673,2012-08-13 00:00:00,13,8,0,2012-08-13 08:00:00,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,0,1,0.45,0,26.78,28.0022,305,2012-08-13 00:00:00,13,8,0,2012-08-13 09:00:00,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0,1,0.4,0,27.72,28.9988,199,2012-08-13 00:00:00,13,8,0,2012-08-13 10:00:00,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,0,1,0.4,6,27.72,28.9988,245,2012-08-13 00:00:00,13,8,0,2012-08-13 11:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,1,0.4,13,28.66,30.002,276,2012-08-13 00:00:00,13,8,0,2012-08-13 12:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,0,1,0.4,11,28.66,30.002,254,2012-08-13 00:00:00,13,8,0,2012-08-13 13:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,0,1,0.33,7,29.6,30.002,248,2012-08-13 00:00:00,13,8,0,2012-08-13 14:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,0,1,0.34,15,30.54,32.0018,274,2012-08-13 00:00:00,13,8,0,2012-08-13 15:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,0.36,6,29.6,30.9986,464,2012-08-13 00:00:00,13,8,0,2012-08-13 16:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,0.36,11,29.6,30.9986,818,2012-08-13 00:00:00,13,8,0,2012-08-13 17:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0.52,19,27.72,30.002,812,2012-08-13 00:00:00,13,8,0,2012-08-13 18:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0.58,11,26.78,28.9988,555,2012-08-13 00:00:00,13,8,0,2012-08-13 19:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0,1,0.62,15,26.78,28.9988,432,2012-08-13 00:00:00,13,8,0,2012-08-13 20:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0.66,13,25.84,28.9988,290,2012-08-13 00:00:00,13,8,0,2012-08-13 21:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0.62,22,25.84,28.9988,192,2012-08-13 00:00:00,13,8,0,2012-08-13 22:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,0,1,0.7,15,24.9,26.999,128,2012-08-13 00:00:00,13,8,0,2012-08-13 23:00:00,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0.74,15,24.9,28.0022,60,2012-08-14 00:00:00,14,8,1,2012-08-14 00:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0.79,17,23.96,26.0024,27,2012-08-14 00:00:00,14,8,1,2012-08-14 01:00:00,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1,0.83,13,23.96,26.0024,11,2012-08-14 00:00:00,14,8,1,2012-08-14 02:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,1,0.83,13,23.96,26.0024,3,2012-08-14 00:00:00,14,8,1,2012-08-14 03:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,1,0.83,13,23.96,26.0024,5,2012-08-14 00:00:00,14,8,1,2012-08-14 04:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,1,0.89,13,23.96,26.0024,36,2012-08-14 00:00:00,14,8,1,2012-08-14 05:00:00,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,1,0.83,13,22.08,22.0028,64,2012-08-14 00:00:00,14,8,1,2012-08-14 06:00:00,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
